"file","category","b_0_0_m","b_0_0_max","b_0_0_min","b_0_0_q25","b_0_0_q75","b_0_0_s","b_0_1_m","b_0_1_max","b_0_1_min","b_0_1_q25","b_0_1_q75","b_0_1_s","b_0_2_m","b_0_2_max","b_0_2_min","b_0_2_q25","b_0_2_q75","b_0_2_s","b_1_0_m","b_1_0_max","b_1_0_min","b_1_0_q25","b_1_0_q75","b_1_0_s","b_1_1_m","b_1_1_max","b_1_1_min","b_1_1_q25","b_1_1_q75","b_1_1_s","b_1_2_m","b_1_2_max","b_1_2_min","b_1_2_q25","b_1_2_q75","b_1_2_s","b_2_0_m","b_2_0_max","b_2_0_min","b_2_0_q25","b_2_0_q75","b_2_0_s","b_2_1_m","b_2_1_max","b_2_1_min","b_2_1_q25","b_2_1_q75","b_2_1_s","b_2_2_m","b_2_2_max","b_2_2_min","b_2_2_q25","b_2_2_q75","b_2_2_s","g_0_0_m","g_0_0_max","g_0_0_min","g_0_0_q25","g_0_0_q75","g_0_0_s","g_0_1_m","g_0_1_max","g_0_1_min","g_0_1_q25","g_0_1_q75","g_0_1_s","g_0_2_m","g_0_2_max","g_0_2_min","g_0_2_q25","g_0_2_q75","g_0_2_s","g_1_0_m","g_1_0_max","g_1_0_min","g_1_0_q25","g_1_0_q75","g_1_0_s","g_1_1_m","g_1_1_max","g_1_1_min","g_1_1_q25","g_1_1_q75","g_1_1_s","g_1_2_m","g_1_2_max","g_1_2_min","g_1_2_q25","g_1_2_q75","g_1_2_s","g_2_0_m","g_2_0_max","g_2_0_min","g_2_0_q25","g_2_0_q75","g_2_0_s","g_2_1_m","g_2_1_max","g_2_1_min","g_2_1_q25","g_2_1_q75","g_2_1_s","g_2_2_m","g_2_2_max","g_2_2_min","g_2_2_q25","g_2_2_q75","g_2_2_s","r_0_0_m","r_0_0_max","r_0_0_min","r_0_0_q25","r_0_0_q75","r_0_0_s","r_0_1_m","r_0_1_max","r_0_1_min","r_0_1_q25","r_0_1_q75","r_0_1_s","r_0_2_m","r_0_2_max","r_0_2_min","r_0_2_q25","r_0_2_q75","r_0_2_s","r_1_0_m","r_1_0_max","r_1_0_min","r_1_0_q25","r_1_0_q75","r_1_0_s","r_1_1_m","r_1_1_max","r_1_1_min","r_1_1_q25","r_1_1_q75","r_1_1_s","r_1_2_m","r_1_2_max","r_1_2_min","r_1_2_q25","r_1_2_q75","r_1_2_s","r_2_0_m","r_2_0_max","r_2_0_min","r_2_0_q25","r_2_0_q75","r_2_0_s","r_2_1_m","r_2_1_max","r_2_1_min","r_2_1_q25","r_2_1_q75","r_2_1_s","r_2_2_m","r_2_2_max","r_2_2_min","r_2_2_q25","r_2_2_q75","r_2_2_s"
"ANd9GcRWyJLYWOBqHNjXB47kNQr9tQtdj60trf8dGmKs0oMYMSfyuQ6v.jpg","sunsets",0.495671568627451,0.949019607843137,0.184313725490196,0.380392156862745,0.611764705882353,0.150648672157847,0.544213585434174,0.847058823529412,0.176470588235294,0.462745098039216,0.635294117647059,0.115619377137543,0.557952380952381,0.96078431372549,0.298039215686275,0.47843137254902,0.63921568627451,0.107264167867165,0.326522408963585,0.96078431372549,0,0.156862745098039,0.482352941176471,0.217977716112346,0.437392857142857,0.968627450980392,0,0.309803921568627,0.6,0.210105516066154,0.447573529411765,1,0,0.325490196078431,0.564705882352941,0.165884934495795,0.354127450980392,0.76078431372549,0.0549019607843137,0.274509803921569,0.423529411764706,0.107902869286389,0.40896218487395,0.811764705882353,0.12156862745098,0.345098039215686,0.470588235294118,0.0949804148243912,0.443908963585434,0.882352941176471,0.133333333333333,0.384313725490196,0.501960784313725,0.0943625452884075,0.471773109243697,0.925490196078431,0.180392156862745,0.337254901960784,0.6,0.159845281689128,0.477441176470588,0.819607843137255,0.180392156862745,0.411764705882353,0.545098039215686,0.102143896595503,0.455549719887955,0.83921568627451,0.235294117647059,0.388235294117647,0.517647058823529,0.0930202841542497,0.504230392156863,1,0,0.207843137254902,0.752941176470588,0.290350397574704,0.501327731092437,1,0,0.332352941176471,0.690196078431373,0.245701037305527,0.465122549019608,1,0.0235294117647059,0.337254901960784,0.56078431372549,0.159318929281035,0.476089635854342,0.850980392156863,0.152941176470588,0.396078431372549,0.545098039215686,0.11672661791605,0.454690476190476,0.843137254901961,0.101960784313725,0.364705882352941,0.549019607843137,0.123698660059834,0.40934943977591,0.792156862745098,0.0901960784313725,0.345098039215686,0.470588235294118,0.10180116614295,0.277298319327731,0.772549019607843,0,0.141176470588235,0.396078431372549,0.163451419791393,0.249782212885154,0.643137254901961,0.00784313725490196,0.180392156862745,0.313725490196078,0.100882795427721,0.118810224089636,0.482352941176471,0,0.0431372549019608,0.176470588235294,0.0969799626293269,0.549855742296919,1,0,0.141176470588235,0.913725490196078,0.364029750288621,0.398757703081232,1,0,0.168627450980392,0.611764705882353,0.270841638051876,0.300241596638655,1,0,0.0980392156862745,0.458823529411765,0.249413150675791,0.391178571428571,1,0,0.227450980392157,0.533333333333333,0.241427328604504,0.26338025210084,0.898039215686275,0,0.0901960784313725,0.423529411764706,0.198462268659577,0.0929551820728291,0.596078431372549,0,0.0147058823529412,0.145098039215686,0.0996538150743396
"ANd9GcRxnxto2pe9QUpTNrw2Q9j6pejg100MbNEkvk1PQi1zXsrYCprE.jpg","sunsets",0.466783862970476,0.619607843137255,0.27843137254902,0.423529411764706,0.509803921568627,0.0624897691115311,0.473453996983409,0.643137254901961,0.32156862745098,0.431372549019608,0.517647058823529,0.0582364175916148,0.517546038093234,0.63921568627451,0.298039215686275,0.474509803921569,0.572549019607843,0.0647449304148707,0.505224532341672,0.701960784313725,0.145098039215686,0.498039215686275,0.52156862745098,0.0382999888744375,0.512762910396717,0.6,0.368627450980392,0.501960784313725,0.529411764705882,0.0294594071320605,0.501477713178295,0.592156862745098,0.333333333333333,0.486274509803922,0.52156862745098,0.0313495799549098,0.250422842877204,0.541176470588235,0,0.0823529411764706,0.392156862745098,0.150702467115414,0.269357746676488,0.52156862745098,0,0.12156862745098,0.384313725490196,0.142810489566448,0.347768774772879,0.517647058823529,0.0235294117647059,0.376470588235294,0.411764705882353,0.113915327410378,0.510992527868796,0.945098039215686,0.36078431372549,0.443137254901961,0.549019607843137,0.0964190323454541,0.556879581886422,0.901960784313726,0.384313725490196,0.462745098039216,0.631372549019608,0.102990368803502,0.482891016871865,0.768627450980392,0.396078431372549,0.427450980392157,0.513725490196078,0.0775759071318381,0.356361280144242,0.525490196078431,0.00784313725490196,0.329411764705882,0.384313725490196,0.0416926096590983,0.368671625626995,0.498039215686275,0.223529411764706,0.337254901960784,0.396078431372549,0.0404859355451605,0.369321420428637,0.52156862745098,0.152941176470588,0.333333333333333,0.403921568627451,0.0459115785305089,0.214884624052981,0.4,0,0.0823529411764706,0.341176470588235,0.12578762957794,0.241430425479673,0.43921568627451,0.00784313725490196,0.0941176470588235,0.356862745098039,0.130197776533138,0.280467220877618,0.419607843137255,0.0117647058823529,0.27843137254902,0.337254901960784,0.0973177323160225,0.887339678577001,1,0.541176470588235,0.827450980392157,0.984313725490196,0.114131077815081,0.909467185800975,1,0.580392156862745,0.847058823529412,0.996078431372549,0.112092546189819,0.776681048090077,1,0.501960784313725,0.654901960784314,0.929411764705882,0.147743904811923,0.54801245210728,0.972549019607843,0.0352941176470588,0.403921568627451,0.635294117647059,0.15351574162017,0.587609724122207,0.992156862745098,0.274509803921569,0.423529411764706,0.729411764705882,0.166322644111748,0.584142014363885,0.992156862745098,0.227450980392157,0.411764705882353,0.76078431372549,0.180850724072759,0.389245678819715,0.815686274509804,0,0.0745098039215686,0.698039215686274,0.299593724790052,0.450447928724263,0.874509803921569,0,0.0901960784313725,0.749019607843137,0.318019520427371,0.512298572380652,0.780392156862745,0,0.37843137254902,0.658823529411765,0.227207022675911
"ANd9GcRxPZuvJDhHDukaUG7v6jI_lTVLyfOWW70FPAkEbcLu3CYXozZ2Ug.jpg","sunsets",0.260754201680672,0.36078431372549,0.156862745098039,0.235294117647059,0.286274509803922,0.0367316715293145,0.315640756302521,0.384313725490196,0.227450980392157,0.286274509803922,0.345098039215686,0.0328598543341647,0.23681512605042,0.341176470588235,0.125490196078431,0.211764705882353,0.254901960784314,0.0315597679000287,0.182893557422969,0.313725490196078,0,0.16078431372549,0.211764705882353,0.0474026215491146,0.253362745098039,0.576470588235294,0.0431372549019608,0.2,0.294117647058824,0.0802662165011544,0.193158963585434,0.431372549019608,0.0431372549019608,0.149019607843137,0.231372549019608,0.060740140028342,0.104764005602241,0.227450980392157,0,0.0823529411764706,0.125490196078431,0.0318950587885559,0.125218487394958,0.4,0,0.0823529411764706,0.164705882352941,0.0607515749100032,0.102378851540616,0.266666666666667,0,0.0745098039215686,0.129411764705882,0.0420691693528895,0.230388655462185,0.298039215686275,0.156862745098039,0.211764705882353,0.247058823529412,0.0228328498737301,0.247578431372549,0.454901960784314,0.196078431372549,0.227450980392157,0.266666666666667,0.0291059154142742,0.237429271708683,0.470588235294118,0.156862745098039,0.192156862745098,0.258823529411765,0.0698955784366195,0.305834033613445,0.670588235294118,0.0352941176470588,0.172549019607843,0.388235294117647,0.136725567117546,0.476149859943978,1,0.00784313725490196,0.250980392156863,0.662745098039216,0.259193633445529,0.294787114845938,0.76078431372549,0.0588235294117647,0.129411764705882,0.404901960784314,0.151561746648753,0.0931456582633053,0.207843137254902,0,0.0745098039215686,0.109803921568627,0.0274955187617254,0.110439075630252,0.364705882352941,0,0.0705882352941176,0.149019607843137,0.0577689098554541,0.0888963585434174,0.262745098039216,0,0.0627450980392157,0.113725490196078,0.0381658345599613,0.377504901960784,0.764705882352941,0.188235294117647,0.305882352941176,0.435294117647059,0.0998197330124321,0.555187675070028,1,0.309803921568627,0.435294117647059,0.650980392156863,0.140006972137183,0.524596638655462,1,0.180392156862745,0.313725490196078,0.713725490196078,0.236811539331207,0.651976890756302,1,0.0784313725490196,0.427450980392157,0.827450980392157,0.270826361692804,0.846892857142857,1,0.231372549019608,0.755882352941176,1,0.225818740443442,0.629202380952381,1,0.12156862745098,0.352941176470588,0.913725490196078,0.296296600427544,0.159422268907563,0.466666666666667,0.0117647058823529,0.109803921568627,0.196078431372549,0.0658327576734316,0.340140756302521,0.745098039215686,0,0.258823529411765,0.423529411764706,0.118727219058336,0.205366246498599,0.568627450980392,0.0156862745098039,0.141176470588235,0.258823529411765,0.0868471802898163
"ANd9GcRXzeZm9Fvt3_K9JO4w0DKmLEi_V5F05Q11J2tQYklDY1vRmvZ9WA.jpg","sunsets",0.256090947017105,0.537254901960784,0.0431372549019608,0.219607843137255,0.290196078431373,0.0564194819509423,0.371921151439299,0.772549019607843,0.0588235294117647,0.313725490196078,0.419607843137255,0.089966343446524,0.416099290780142,0.992156862745098,0.254901960784314,0.352941176470588,0.396078431372549,0.145803344126908,0.144818735283511,0.450980392156863,0,0.0862745098039216,0.2,0.0846848212121925,0.230060174087666,0.976470588235294,0,0.133333333333333,0.301960784313725,0.150940824829545,0.319211867942272,1,0,0.164705882352941,0.388235294117647,0.246140963019973,0.0664038381309971,0.380392156862745,0,0.0274509803921569,0.0901960784313725,0.0599115087152257,0.10902099847031,0.619607843137255,0,0.0431372549019608,0.149019607843137,0.0979583196812556,0.102676261994159,0.674509803921569,0,0.0470588235294118,0.117647058823529,0.0950392433553758,0.518664997914059,0.850980392156863,0.243137254901961,0.403921568627451,0.627450980392157,0.132448604340482,0.620079961062439,1,0.270588235294118,0.450980392156863,0.772549019607843,0.177728801788605,0.476787651230705,1,0.325490196078431,0.376470588235294,0.486274509803922,0.178503143876238,0.352164075150435,0.917647058823529,0,0.243137254901961,0.4,0.194365453575514,0.441104346534863,1,0,0.290196078431373,0.556862745098039,0.23258114414187,0.423844777723567,1,0,0.235294117647059,0.513725490196078,0.285038687739128,0.109949242108191,0.541176470588235,0,0.0431372549019608,0.145098039215686,0.0946659558252524,0.150102906410791,0.713725490196078,0,0.0588235294117647,0.192156862745098,0.136718253347282,0.115269086357947,0.768627450980392,0,0.0509803921568627,0.137254901960784,0.109109394926797,0.854445835071617,1,0.403921568627451,0.752941176470588,0.980392156862745,0.145766362724583,0.818306216103463,1,0.396078431372549,0.635294117647059,0.984313725490196,0.191527637687008,0.565641079126686,1,0.329411764705882,0.426470588235294,0.67843137254902,0.197273031850953,0.678306216103463,1,0,0.576470588235294,0.815686274509804,0.215335026602909,0.721956824561776,1,0,0.564705882352941,0.937254901960784,0.252996741914144,0.539492868910997,1,0,0.345098039215686,0.694117647058824,0.262935303582331,0.246819635655681,0.992156862745098,0,0.0980392156862745,0.349019607843137,0.187797826969115,0.252190933110833,1,0,0.0823529411764706,0.349019607843137,0.235494223189851,0.145529828952858,1,0,0.0588235294117647,0.180392156862745,0.137288096354846
"ANd9GcRYuAfEwuy3FTuzkpw81dx16lRO-hKb1pIsoUtWyuwZ2ojgVu0P.jpg","sunsets",0.09239778352879,0.129411764705882,0.0352941176470588,0.0862745098039216,0.101960784313725,0.0160808963440734,0.0917488246300926,0.145098039215686,0.0392156862745098,0.0823529411764706,0.101960784313725,0.0159292449063989,0.0994940663542468,0.219607843137255,0.0666666666666667,0.0823529411764706,0.109803921568627,0.0188866383870244,0.0845118204571605,0.372549019607843,0,0.0352941176470588,0.105882352941176,0.0714173669600959,0.142613259093927,0.780392156862745,0,0.0470588235294118,0.196078431372549,0.130602700867075,0.113710465028923,0.525490196078431,0,0.0470588235294118,0.168627450980392,0.0862191776366405,0.0209656437691027,0.109803921568627,0,0.00784313725490196,0.0196078431372549,0.0231769381694035,0.0304237566099471,0.509803921568627,0,0.00784313725490196,0.0235294117647059,0.0459019480415001,0.0133407668370837,0.109803921568627,0,0.00784313725490196,0.0117647058823529,0.0142717395946922,0.0728723197562814,0.125490196078431,0.0274509803921569,0.0666666666666667,0.0823529411764706,0.0157242398296389,0.0846643709608944,0.172549019607843,0.0549019607843137,0.0666666666666667,0.0901960784313725,0.0250536198811618,0.0893225462995345,0.196078431372549,0.0470588235294118,0.0666666666666667,0.105882352941176,0.0242563511782863,0.116516217295549,0.698039215686274,0,0.0313725490196078,0.133333333333333,0.142522869729904,0.252626778985768,1,0,0.0588235294117647,0.341176470588235,0.260666060690452,0.155907460786291,0.67843137254902,0,0.0431372549019608,0.243137254901961,0.14589322835633,0.0177945427011297,0.101960784313725,0,0.00392156862745098,0.0235294117647059,0.0230747488904709,0.0353229174166607,0.850980392156863,0,0.00784313725490196,0.0274509803921569,0.0733681350130188,0.00989051397933644,0.101960784313725,0,0.00392156862745098,0.00784313725490196,0.013430782882648,0.0775228680453553,0.184313725490196,0.0392156862745098,0.0705882352941176,0.0862745098039216,0.0184654214721445,0.111811091718163,0.27843137254902,0.0509803921568627,0.0823529411764706,0.117647058823529,0.0490500321057575,0.10398374173292,0.211764705882353,0.0509803921568627,0.0784313725490196,0.12156862745098,0.0331660638153351,0.176174038883551,1,0,0.0392156862745098,0.211764705882353,0.222339242136395,0.378639370885033,1,0.0156862745098039,0.113725490196078,0.576470588235294,0.325525741874552,0.227523733833118,1,0,0.0627450980392157,0.352941176470588,0.220064318398392,0.0259389740974026,0.133333333333333,0.00392156862745098,0.0117647058823529,0.0313725490196078,0.0264176836399597,0.0562475500195998,1,0,0.0156862745098039,0.0509803921568627,0.108073302084722,0.0162422056945384,0.109803921568627,0,0.0117647058823529,0.0156862745098039,0.0134141454389183
"ANd9GcRZ6t5IILMj0_bEoTaT8TOnR-0nRMvsdBab7KjEIqwokBxRH23BJQ.jpg","sunsets",0.457224089635854,0.772549019607843,0.101960784313725,0.423529411764706,0.47843137254902,0.0579033648866326,0.485964285714286,0.964705882352941,0.235294117647059,0.443137254901961,0.525490196078431,0.0851802865168367,0.485925770308123,0.835294117647059,0.227450980392157,0.447058823529412,0.517647058823529,0.0656498491126152,0.324661764705882,0.96078431372549,0,0.0352941176470588,0.498039215686275,0.251645896609665,0.476002801120448,1,0,0.403921568627451,0.572549019607843,0.170737964251665,0.330019607843137,0.980392156862745,0,0.202941176470588,0.427450980392157,0.186183078663867,0.326577731092437,1,0,0.12156862745098,0.525490196078431,0.233203743399145,0.467781512605042,1,0,0.415686274509804,0.572549019607843,0.197821524302884,0.21159943977591,1,0,0.0352941176470588,0.352941176470588,0.227207254044025,0.305139355742297,0.752941176470588,0.0980392156862745,0.235294117647059,0.333333333333333,0.101973686824915,0.357230392156863,0.909803921568627,0.192156862745098,0.27843137254902,0.376470588235294,0.127238721289033,0.334360644257703,0.737254901960784,0.168627450980392,0.262745098039216,0.376470588235294,0.105130975814397,0.323726890756303,0.835294117647059,0,0.0196078431372549,0.584313725490196,0.268387181488228,0.551021008403361,1,0,0.345098039215686,0.741176470588235,0.261267165511655,0.306614145658263,0.796078431372549,0,0.0862745098039216,0.482352941176471,0.204519081682693,0.226324929971989,1,0,0.0509803921568627,0.352941176470588,0.202628591139671,0.399840336134454,1,0,0.274509803921569,0.552941176470588,0.257228561091286,0.109922969187675,0.647058823529412,0,0.0117647058823529,0.176470588235294,0.134891639586047,0.546391456582633,1,0.254901960784314,0.415686274509804,0.635294117647059,0.18508742643605,0.63944537815126,1,0.286274509803922,0.490196078431373,0.756862745098039,0.184698872209207,0.534324229691877,1,0.235294117647059,0.396078431372549,0.635294117647059,0.190743208414871,0.500018907563025,1,0,0.0784313725490196,0.980392156862745,0.399327003219885,0.780764705882353,1,0,0.596078431372549,0.992156862745098,0.263271048746845,0.519447478991597,1,0,0.105882352941176,0.968627450980392,0.397192179719726,0.366008403361345,1,0,0.137254901960784,0.549019607843137,0.284887760651853,0.590093137254902,1,0.0627450980392157,0.415686274509804,0.862745098039216,0.270373842316669,0.14793837535014,0.611764705882353,0,0.0470588235294118,0.203921568627451,0.126400271458508
"ANd9GcRzbtav3rSO3S_yWoSgeYRpWL_A4H1c0uP1B7mlgbaW9R5n3q47.jpg","sunsets",0.0613807407407407,0.141176470588235,0,0.0470588235294118,0.0784313725490196,0.0226178335831694,0.0568861002178649,0.164705882352941,0,0.0392156862745098,0.0784313725490196,0.0276738095446647,0.0574856644880174,0.12156862745098,0,0.0352941176470588,0.0823529411764706,0.0284601548052933,0.0295606100217865,0.196078431372549,0,0.00784313725490196,0.0431372549019608,0.0293640380388138,0.145901873638344,0.8,0,0.0117647058823529,0.250980392156863,0.208354180726097,0.0287114596949891,0.223529411764706,0,0.00784313725490196,0.0392156862745098,0.0334126837360963,0.0473091067538126,0.16078431372549,0,0.0274509803921569,0.0666666666666667,0.0248846239107489,0.129192156862745,0.913725490196078,0,0.0156862745098039,0.133333333333333,0.210713910271539,0.0206103703703704,0.156862745098039,0,0.0117647058823529,0.0274509803921569,0.0159004827915482,0.216813594771242,0.4,0.12156862745098,0.176470588235294,0.250980392156863,0.050764961038231,0.256197995642702,0.396078431372549,0.109803921568627,0.203921568627451,0.309803921568627,0.0583807708088684,0.225337864923747,0.368627450980392,0.133333333333333,0.192156862745098,0.254901960784314,0.0436387280202576,0.227480261437909,0.701960784313725,0.109803921568627,0.149019607843137,0.254901960784314,0.114766157652876,0.438520610021786,1,0.109803921568627,0.172549019607843,0.776470588235294,0.320765519233553,0.247748322440087,0.76078431372549,0.105882352941176,0.152941176470588,0.27843137254902,0.122234954287819,0.0896146405228758,0.509803921568627,0,0.0705882352941176,0.0823529411764706,0.0562640666023053,0.332734466230937,1,0.0156862745098039,0.0470588235294118,0.67843137254902,0.366144623213398,0.115216732026144,0.670588235294118,0.00392156862745098,0.0431372549019608,0.156862745098039,0.110894913278568,0.432147102396514,0.701960784313725,0.274509803921569,0.341176470588235,0.505882352941176,0.103326529886193,0.520321394335512,0.741176470588235,0.325490196078431,0.411764705882353,0.627450980392157,0.115682752760604,0.460274335511983,0.717647058823529,0.282352941176471,0.36078431372549,0.545098039215686,0.107291029896126,0.544929324618736,1,0.274509803921569,0.380392156862745,0.650980392156863,0.189807754823592,0.708577603485839,1,0.419607843137255,0.509803921568627,0.972549019607843,0.209956351129687,0.596442352941176,1,0.317647058823529,0.454901960784314,0.666666666666667,0.170767445785274,0.269091416122004,0.996078431372549,0.0745098039215686,0.12156862745098,0.384313725490196,0.193053406053076,0.565519477124183,1,0.109803921568627,0.243137254901961,0.968627450980392,0.339338012258249,0.430480871459695,1,0.125490196078431,0.207843137254902,0.623529411764706,0.244945972316048
"ANd9GcRZLdhJJZCu54826soWFnpsnPGbKByH2rlWapAtjwnr4qUJ2X9O.jpg","sunsets",0.521747515827429,0.666666666666667,0.419607843137255,0.486274509803922,0.552941176470588,0.0482529093918999,0.573196092407027,0.768627450980392,0.474509803921569,0.541176470588235,0.596078431372549,0.0443204238770302,0.497174122678294,0.752941176470588,0.329411764705882,0.462745098039216,0.525490196078431,0.0549376159113262,0.339421128394337,0.650980392156863,0,0.250980392156863,0.443137254901961,0.131238278192466,0.222575573351222,0.662745098039216,0,0.0352941176470588,0.384313725490196,0.185702412478949,0.143584475843081,0.96078431372549,0,0,0.196078431372549,0.214254295208821,0.305876762679412,0.482352941176471,0,0.203921568627451,0.415686274509804,0.118537290040119,0.317668022305144,0.513725490196078,0,0.270588235294118,0.364705882352941,0.0711026560503995,0.278801028608165,0.752941176470588,0,0.215686274509804,0.364705882352941,0.123489116908373,0.193831146143418,0.415686274509804,0.0901960784313725,0.109803921568627,0.282352941176471,0.106369613239502,0.201244532025212,0.427450980392157,0.0980392156862745,0.156862745098039,0.223529411764706,0.0638413197086427,0.131700976898243,0.345098039215686,0.0588235294117647,0.109803921568627,0.149019607843137,0.0299649835152635,0.296419437340153,0.454901960784314,0,0.231372549019608,0.384313725490196,0.118796672366993,0.321535784663117,0.772549019607843,0,0.211764705882353,0.443137254901961,0.16394595304554,0.1411548083239,1,0,0,0.192156862745098,0.228672767800281,0.150205442119827,0.403921568627451,0,0.0352941176470588,0.270588235294118,0.122216757769087,0.141757159028972,0.501960784313725,0.0117647058823529,0.0666666666666667,0.164705882352941,0.107613768653388,0.0779233575112155,0.780392156862745,0,0.0235294117647059,0.109803921568627,0.0764027833750459,0.0474138051514262,0.294117647058824,0,0,0.0980392156862745,0.0690035759014961,0.0347707293894037,0.317647058823529,0,0,0.0352941176470588,0.0595735223236029,0.00651824521683228,0.113725490196078,0,0,0.00784313725490196,0.0097482269711337,0.283227118359817,0.862745098039216,0,0.0862745098039216,0.423529411764706,0.192747367416882,0.479357259653683,1,0,0.172549019607843,0.745098039215686,0.308560463955301,0.178235713387279,1,0,0,0.2,0.298446671521182,0.0565217391304348,0.372549019607843,0,0.00392156862745098,0.0784313725490196,0.078969720253628,0.0715183150951043,0.701960784313725,0,0.00392156862745098,0.0558823529411765,0.127922853927572,0.0269604349223652,1,0,0,0.0117647058823529,0.0923046068810176
"ANd9GcRzUIq8aZe8UvrxIuCZj9PWePG64cllcxjlUZ6_QGrHFvq2XZTcDw.jpg","sunsets",0.782191709575077,0.874509803921569,0.701960784313725,0.768627450980392,0.796078431372549,0.0228836117628667,0.75910905328142,0.886274509803922,0,0.772549019607843,0.803921568627451,0.138060874768025,0.72465887965204,0.929411764705882,0,0.72156862745098,0.756862745098039,0.0960393102060978,0.715821501014199,1,0,0.733333333333333,0.8,0.201419052036527,0.749960100319197,0.956862745098039,0,0.725490196078431,0.8,0.105149727761886,0.722237659598723,0.83921568627451,0.592156862745098,0.694117647058824,0.745098039215686,0.0390251954912402,0.14448431892651,0.807843137254902,0,0,0.172549019607843,0.210355923317818,0.208193202146691,0.792156862745098,0,0.0196078431372549,0.411764705882353,0.225587828739704,0.205248167245431,0.698039215686274,0,0.0156862745098039,0.392156862745098,0.219263806833748,0.685489502609178,0.8,0.588235294117647,0.662745098039216,0.709803921568627,0.0324457085008858,0.670775544564874,0.811764705882353,0,0.662745098039216,0.72156862745098,0.117113926524923,0.639222701603003,0.847058823529412,0,0.619607843137255,0.674509803921569,0.0781825554134376,0.736688640973631,1,0,0.713725490196078,0.882352941176471,0.21322127334291,0.749556828545372,1,0,0.733333333333333,0.780392156862745,0.10322956527837,0.704275678294574,0.796078431372549,0.596078431372549,0.686274509803922,0.725490196078431,0.0336038447728429,0.270652727934675,1,0,0.0117647058823529,0.411764705882353,0.315906122468506,0.407356273457505,0.968627450980392,0,0.176470588235294,0.72156862745098,0.284268683147618,0.384284962643376,0.815686274509804,0,0.168627450980392,0.690196078431373,0.256457968048014,0.636119346058494,0.823529411764706,0.474509803921569,0.596078431372549,0.674509803921569,0.057647123097253,0.665013855273773,1,0.133333333333333,0.619607843137255,0.713725490196078,0.0774872398524419,0.639358798975762,1,0.168627450980392,0.6,0.674509803921569,0.0632132990605034,0.684365844038765,1,0,0.670588235294118,0.792156862745098,0.198099768449424,0.743802012083903,1,0.258823529411765,0.694117647058824,0.788235294117647,0.0789954850610182,0.696372691518468,0.83921568627451,0.580392156862745,0.674509803921569,0.72156862745098,0.0410188235132175,0.328472807336905,1,0,0.0352941176470588,0.547058823529412,0.347368162091975,0.500336735767652,1,0,0.235294117647059,0.827450980392157,0.315375600913125,0.479087305763092,1,0,0.227450980392157,0.780392156862745,0.295253122293993
"ANd9GcRZY5x07-GUlyC9JOYmwnkwXa4LbP9jKiquDZX-7eNfCgQPusNfUg.jpg","sunsets",0.476128590971272,0.811764705882353,0.333333333333333,0.43921568627451,0.513725490196078,0.0624782394127317,0.479459836610464,0.682352941176471,0.325490196078431,0.43921568627451,0.517647058823529,0.0617555469978212,0.475215224784226,0.556862745098039,0.352941176470588,0.443137254901961,0.513725490196078,0.0502540649075128,0.455097594593393,0.956862745098039,0.149019607843137,0.372549019607843,0.498039215686275,0.126498524697556,0.465420224314625,0.83921568627451,0.247058823529412,0.388235294117647,0.525490196078431,0.100830981520562,0.459058643537736,0.662745098039216,0.215686274509804,0.419607843137255,0.501960784313725,0.0677296312578792,0.342856057151543,1,0.0862745098039216,0.294117647058824,0.4,0.121054374276539,0.322555337629588,0.596078431372549,0.0705882352941176,0.231372549019608,0.411764705882353,0.102918418582726,0.269005982891896,0.525490196078431,0.0901960784313725,0.207843137254902,0.349019607843137,0.0933328963942324,0.400427768006427,1,0.247058823529412,0.345098039215686,0.43921568627451,0.0926319161366958,0.406903674891083,0.650980392156863,0.247058823529412,0.345098039215686,0.466666666666667,0.073098569919429,0.394480795960861,0.52156862745098,0.258823529411765,0.345098039215686,0.443137254901961,0.0624301605481906,0.511246720910586,1,0.152941176470588,0.286274509803922,0.666666666666667,0.23362961950089,0.574305063390818,1,0.223529411764706,0.294117647058824,0.815686274509804,0.259061517044943,0.542556781748844,0.929411764705882,0.192156862745098,0.349019607843137,0.72156862745098,0.193906184107634,0.352261524764945,1,0.0549019607843137,0.231372549019608,0.447058823529412,0.187361673353565,0.310738988786885,0.733333333333333,0.0705882352941176,0.172549019607843,0.411764705882353,0.150719983198687,0.247813689779638,0.63921568627451,0.0392156862745098,0.145098039215686,0.368627450980392,0.150782722084922,0.559128612685384,1,0.298039215686275,0.431372549019608,0.658823529411765,0.170309595532558,0.595027991583296,0.929411764705882,0.317647058823529,0.462745098039216,0.729411764705882,0.151741273821391,0.565792582093078,0.866666666666667,0.32156862745098,0.450980392156863,0.670588235294118,0.143807412500455,0.731512605042017,1,0.211764705882353,0.384313725490196,0.988235294117647,0.289073467990667,0.749947689919341,1,0.301960784313725,0.431372549019608,0.996078431372549,0.278322887632923,0.773666092943201,1,0.282352941176471,0.419607843137255,0.996078431372549,0.270507278219108,0.579567020606692,1,0.0509803921568627,0.301960784313725,0.891176470588235,0.298913711678245,0.512435514973712,1,0.0980392156862745,0.243137254901961,0.831372549019608,0.301473533937563,0.406063103302402,1,0.0470588235294118,0.164705882352941,0.780392156862745,0.335647676796585
