Id,Prediction
3,0.5715225306782717
5,0.9033234439571604
8,0.7865691123538004
14,0.6911135577897636
20,0.7673935734756376
22,0.1852139884005311
25,0.5018970473660566
26,0.47813335669587104
30,0.9342108468566851
34,0.8398953276834885
41,0.8583387007834397
49,0.8282569812730787
51,0.8668403699547189
62,0.04870347340256991
71,0.7237050874548195
79,0.435256320958349
83,0.9760638085936355
85,0.17320901331388514
90,0.9688684788190159
107,0.06253294094300718
110,0.8680918584502071
123,0.45746119926386175
125,0.8638287367543025
132,0.9696858049347371
145,0.7951251783297584
148,0.5870193819134087
153,0.8170589082558092
156,0.49358676612249297
158,0.9503032479611361
185,0.5372528063924686
190,0.34322086557304937
196,0.3813867665555946
203,0.6741974847468803
210,0.9518805050681056
212,0.9773380487142791
224,0.5598650059064126
227,0.139025095546176
236,0.34878906819462413
246,0.962978311428215
249,0.8197928429053484
250,0.33768208662376026
254,0.6534127445132287
257,0.9564320405436705
267,0.2765070158772762
272,0.9852589889189325
274,0.9134790304237771
300,0.9508091093794406
305,0.9888803541763105
314,0.7316123776197808
315,0.49789412388657467
322,0.2809503803384207
328,0.8546071386753278
333,0.8903874758301559
350,0.9228009486194197
352,0.8606037854665943
379,0.9898607227522356
387,0.8560502414700993
388,0.9675225191859179
390,0.9781013808071888
394,0.8298255089756857
395,0.9277845843045277
405,0.9668941793445258
406,0.697698797768648
425,0.7953066046149689
430,0.7030386166935302
440,0.9449856538616351
453,0.8396728642189405
460,0.6702595946937127
464,0.7993210606892837
465,0.8575165356639048
469,0.9725062977594597
471,0.6904443635215815
480,0.19037880531159526
492,0.8788709933114623
494,0.6101543578540404
499,0.9104344316386397
501,0.9797450524096287
512,0.7192227515984773
519,0.9004779883279596
520,0.8049728260007849
522,0.943976209292913
542,0.678996733246582
549,0.3988640909927491
555,0.3745107931456125
556,0.9798539860759108
562,0.982818201669698
569,0.9798018750036648
583,0.8410731852144099
586,0.6630808965586716
604,0.8021213992927614
611,0.8795401022427517
615,0.7747320392849902
624,0.9644959875800392
638,0.8698447835732145
642,0.8947975242084244
644,0.614975069780635
654,0.994440039823962
657,0.954998030314787
658,0.9322826696584352
659,0.75017008786552275
661,0.9395163950366773
665,0.5824404620453881
683,0.9228151017854198
684,0.25083507394971694
685,0.5126732626870029
688,0.8913454142995341
691,0.904708493022724
699,0.9291276522432834
716,0.8694712313436087
724,0.9277354916707886
729,0.644917853581399
745,0.46228524695853024
746,0.9603836586563201
748,0.3430075152945699
750,0.8418193746347262
753,0.8118615543893971
766,0.9448181858732555
768,0.8610499203184407
778,0.9892233214189995
785,0.92954909846243
798,0.6060046266919162
804,0.2557920307463933
820,0.7538437460490047
826,0.5500472890261302
838,0.9595245259016172
840,0.25536507960532595
842,0.8686404746884263
851,0.9465721020857396
852,0.9638637046604478
859,0.6683980032374215
868,0.831186560915084
876,0.021418302924414986
881,0.6284403521468497
887,0.723508537889738
890,0.9673606612199687
894,0.9301961608148185
913,0.7590531144114706
917,0.8615308863555384
926,0.8370143708019235
928,0.49893022822268673
930,0.6160804077449578
934,0.9667506808010077
936,0.7389976815267232
939,0.9603332267025232
942,0.9926663726779946
948,0.8015966839613714
955,0.8828772613782159
956,0.5426473123202548
961,0.9869426408730927
963,0.9990345517164753
974,0.9878410330351393
984,0.9211592298305892
987,0.8388413465533736
989,0.6404476681918735
990,0.4159213969348871
992,0.5189439016691719
993,0.9547688423229126
1001,0.6925298561534633
1003,0.06966457519352007
1035,0.714054239641261
1042,0.9997409536923602
