"epoch","user_id","exp_id","activity","sample","m1","m2","m3","m12","m13","m23","m123","sd1","sd2","sd3","var1","var2","var3","kur1","kur2","kur3","q1_25","skew1","AR1.1","AR1.2","AR12.1","n"
0,"17","34","-",0,0.517296024939398,-0.0799913225753479,0.819205760063563,0.218652351182025,0.668250892501481,0.369607218744107,0.418836820809204,0.246770356129465,0.0821001746219461,0.127862998866181,0.0608956086642629,0.00674043867295404,0.016348946479053,-1.64366012101946,-0.283206296457769,-1.29693246739753,0.228125005585909,-0.36225105303018,0.992981916191257,0.984386239286857,-0.583222242076888,128
1,"17","34","-",128,0.76800133047059,-0.107183163675512,0.519650627303234,0.330409083397539,0.643825978886912,0.206233731813861,0.393489598032771,0.147771145864691,0.0817621505016055,0.382126256804735,0.0218363115501638,0.00668504925464718,0.146020476139598,1.14423731687618,0.732724757706119,-0.0619290317234884,0.690277807261557,1.27103514116039,0.850855554624701,0.754602223858996,-0.502394622407175,128
2,"17","34","-",256,0.982866790767964,-0.23106554613131,-0.232085511281347,0.375900622318327,0.375390639743308,-0.231575528706329,0.173238577785102,0.063766636303368,0.0771676247134559,0.0470717215773083,0.004066183905446,0.00595484230391677,0.00221574697225163,2.12277344483933,0.267640235355266,0.792814464162901,0.952083343768662,-0.569669905284606,0.423327909474174,-0.0269735930077505,0.240327940582716,128
3,"17","34","STANDING",384,0.984982684545098,-0.175640196796233,-0.26153429762151,0.404671243874433,0.361724193461794,-0.218587247208871,0.182602730042452,0.0153286418650526,0.0113195441431435,0.0202604657753643,0.000234967261427043,0.000128132079608574,0.000410486473434709,6.49227258068706,0.622618925893235,0.73202408296893,0.980555627375371,0.679152236658619,0.179901009933515,-0.329036307755367,-0.128325435980652,128
4,"17","34","STANDING",512,0.977246157675057,-0.18945313249324,-0.277343760652272,0.393896512590908,0.349951198511393,-0.233398446572756,0.170149754843182,0.00407310726514435,0.00647104172805195,0.00800753857226785,1.65902027933717e-05,4.18743810461896e-05,6.41206739863575e-05,-0.307897665062809,-0.691689222707461,-0.612973855580341,0.973611167959101,-0.107626428536553,0.68266690045878,0.445237232501838,0.192343811673805,128
5,"17","34","STANDING",640,0.980740082740886,-0.171017800873999,-0.274663639044413,0.404861140933444,0.353038221848236,-0.222840719959206,0.178352880940825,0.00403280738887891,0.0060209982019389,0.0072131855033252,1.62635354357963e-05,3.62524193477514e-05,5.20300451053808e-05,-0.218701212024194,-0.705832251193977,-0.542281018580268,0.977777843608863,0.455091158753595,0.576330740450031,0.337480742119643,0.179148984581648,128
6,"17","34","STANDING",768,0.976725323218837,-0.182714851151098,-0.284027789734783,0.397005236033869,0.346348766742027,-0.233371320442941,0.169994227444318,0.00351514197375126,0.00511962146638577,0.00625273405315922,1.23562230956279e-05,2.6210523959078e-05,3.9096683139537e-05,1.69595193816311,-0.449488062761309,-0.552467248043632,0.974652836871541,0.622679857885681,0.442226469590375,0.272400734915794,0.071145603186752,128
7,"17","34","STANDING",896,0.978960570333701,-0.179166673255827,-0.278569888539029,0.399896948538937,0.350195340897336,-0.228868280897428,0.173741336179615,0.00307414142883417,0.00519382398451881,0.00640793528918496,9.45034552447459e-06,2.69758075821628e-05,4.10616346703819e-05,0.942773959586385,0.293917360864391,0.394441519724372,0.977430620638049,-0.0558616511906324,0.518659357023322,0.199664503077443,0.192895360796551,128
8,"17","34","STANDING",1024,0.977723590019673,-0.182269973429176,-0.280718325732577,0.397726808295249,0.348502632143548,-0.231494149580876,0.171578430285973,0.0030359250309968,0.00403323976733067,0.00532556803828305,9.21684079383293e-06,1.62670230207776e-05,2.83616749303819e-05,0.115024765148157,1.22769126451483,0.196685334142503,0.976388951725609,0.139222541302661,0.419028353134928,-0.011249572314082,-0.146245067953499,128
9,"17","34","STANDING",1152,0.977105099102912,-0.179709208008102,-0.284114594337865,0.398697945547405,0.346495252382524,-0.231911901172983,0.171093765585648,0.00338858591231341,0.00445466720217601,0.00700162411850071,1.14825144851289e-05,1.98440598821426e-05,4.90227402967708e-05,-0.21108217786174,-0.643248179034734,-0.106021153507809,0.975000059842355,0.139362534640168,0.530975926853263,0.339134889335371,0.280883125544906,128
10,"17","34","STANDING",1280,0.975282178506141,-0.185134555815752,-0.28657770063928,0.395073811345194,0.34435223893343,-0.235856128227516,0.167856640683703,0.00286584233652243,0.00427412986661181,0.00598279990875748,8.21305229780432e-06,1.82681861166631e-05,3.57938947482285e-05,0.000794421581185922,0.586929783822704,0.192927769909853,0.973611167959101,-0.169472950373121,0.441827526793797,0.035519166136125,0.0314265651969816,128
11,"17","34","STANDING",1408,0.978266125911569,-0.179991326956793,-0.280425357300638,0.399137399477388,0.348920384305466,-0.230208342128716,0.172616480551379,0.00229637988141341,0.00312970647283411,0.0045996171302266,5.27336055976029e-06,9.79506260609974e-06,2.1156477744674e-05,0.178959265008436,-0.698230019412535,-0.27088403870346,0.976388951725609,0.150847997760436,0.313050477410951,0.173389210693343,0.0922621961349542,128
12,"17","34","STANDING",1536,0.97770188782425,-0.179481343788222,-0.279025618498285,0.399110272018014,0.349338134662982,-0.229253481143253,0.173064975179248,0.00334946733397443,0.00385111249232161,0.00466975815362385,1.12189314213618e-05,1.48310674285155e-05,2.18066412133365e-05,6.85336665652445,0.121763828574181,0.16273152963668,0.976388951725609,0.782143570996559,0.262771863994326,0.108051338521475,0.165908064990862,128
13,"17","34","STANDING",1664,0.979058226794242,-0.177571620962581,-0.27690973288844,0.400743302915831,0.351074246952901,-0.22724067692551,0.174858957647741,0.00304694285251107,0.00332571530563949,0.00547569506531293,9.28386074646829e-06,1.10603822941648e-05,2.99832364482923e-05,1.68360752579636,-0.271300491284378,0.00248612926377234,0.977777843608863,0.000963352553388714,0.29472022044092,0.056040671786534,-0.0468055061978068,128
14,"17","34","STANDING",1792,0.975824714398037,-0.182834208477505,-0.284939247184114,0.396495252960266,0.345442733606961,-0.233886727830809,0.169350419578806,0.00277470626769931,0.00391572384460728,0.00564892564375295,7.69899487200982e-06,1.5332893227226e-05,3.19103609286497e-05,-0.0335631072095661,-0.0819085536163406,0.162608964606615,0.973611167959101,-0.201512835785889,0.439505044418358,0.316180536137848,0.013310693105999,128
15,"17","34","STANDING",1920,0.976855531832892,-0.181716587674158,-0.282443587019753,0.397569472079367,0.34720597240657,-0.232080087346955,0.17089845237966,0.0027407742756896,0.00402680610611225,0.00692963078183291,7.51184363028187e-06,1.62151674162229e-05,4.80197827725262e-05,1.03627875517215,-0.40176393422953,-0.32690837209529,0.975000059842355,0.739840794108894,0.349053196145349,0.105661182976205,0.219980005911924,128
16,"17","34","STANDING",2048,0.977788694326701,-0.179231777562855,-0.281380218760943,0.399278458381923,0.348204237782879,-0.230305998161899,0.172392232667634,0.00244940631012936,0.00340144224357625,0.00461938747207143,5.99959127210154e-06,1.1569809336385e-05,2.13387406171305e-05,-0.113940757899647,-0.42552814875329,-0.274651969011169,0.976388951725609,0.065152478523217,0.212930049982239,0.0822953092705209,-0.0311179017993598,128
17,"17","34","STANDING",2176,0.975998325883444,-0.182747403209644,-0.285427527397514,0.3966254613369,0.345285399242965,-0.234087465303579,0.169274465092095,0.00341071574514155,0.00469819607985268,0.00820844757804949,1.16329818941565e-05,2.20730464047431e-05,6.73786116415866e-05,0.457345857654298,-0.414619948518286,0.956636028348648,0.973611167959101,-0.569191235774262,0.597803734473965,0.37933325110633,0.486523053342498,128
18,"17","34","STANDING",2304,0.92919925772263,-0.21230469520869,-0.383745674315789,0.35844728125697,0.272726791703421,-0.298025184762239,0.111049629399384,0.0621263215799699,0.0905191025234176,0.0751279602317458,0.00385967983305783,0.00819370792164499,0.00564421040858277,1.31019300548157,-0.393216436084759,-1.19380083334259,0.899999995394348,-0.200731260747577,0.882140486324106,0.67131307117182,0.189150452413706,128
19,"17","34","STAND_TO_SIT",2432,0.866862015939878,-0.218109816420847,-0.467024754611307,0.324376099759515,0.199918630664286,-0.342567285516077,0.0605758149692412,0.112684047851789,0.173816411377533,0.1246189974168,0.0126976946402644,0.0302121448641636,0.0155298945171685,-1.16901027596037,-1.25204259593512,-1.12063194758746,0.77048611902405,-0.191124945332715,0.969202622920863,0.925167406456181,0.800358746215526,128
20,"17","34","STAND_TO_SIT",2560,0.975010890047003,-0.0672743083917046,-0.187847229862772,0.453868290827649,0.393581830092115,-0.127560769127238,0.239963117264175,0.0500787692751445,0.177347401182728,0.160056667401261,0.00250788313211316,0.0314521007062675,0.0256181367795978,-0.957881157789075,-1.32270839800418,-0.990375447073371,0.936111184358955,-0.375855805615768,0.94504606491103,0.847062747727546,-0.0485368414908833,128
21,"17","34","SITTING",2688,1.0197049140089,0.0641710092036541,-0.101106774944764,0.541937961606276,0.459299069532067,-0.018467882870555,0.327589716089263,0.00864773859187761,0.0403891962850395,0.0168022340409598,7.47833827534493e-05,0.00163128717655145,0.000282315068767188,3.63348118774075,7.62524527771521,0.875412633704073,1.01527782720901,0.209971005093572,0.619398315449142,0.216242848054604,-0.639576382203017,128
22,"17","34","SITTING",2816,1.0167643755528,0.0821723104949149,-0.109548614903816,0.549468343023859,0.453607880324494,-0.0136881522044505,0.329796023714634,0.00221965274862078,0.00293091293921678,0.0063896962505512,4.92685832445979e-06,8.59025065726836e-06,4.0828218174308e-05,-0.0760098862761005,0.608749649919602,0.431716457563014,1.01527782720901,0.230701753466715,0.146016410156806,0.0687987213853947,-0.0476481041677455,128
23,"17","34","SITTING",2944,1.01630864540361,0.0825303833763343,-0.109006080673868,0.549419514389972,0.453651282364871,-0.0132378486487669,0.329944316035359,0.00270714627269101,0.00324021147731362,0.00617693079848622,7.32864094174482e-06,1.04989704177149e-05,3.81544740892876e-05,-0.240879176873769,-0.124393788201252,-0.122984312564226,1.01493060423819,0.171304421644191,0.267843944857868,-0.0517230945751853,-0.0862084862086697,128
24,"17","34","SITTING",3072,1.0165907640674,0.0831054704245753,-0.108409292949699,0.549848117245986,0.454090735558849,-0.0126519112625619,0.330428980514091,0.00250345757871288,0.00353251379873026,0.00558366798650932,6.26729984841493e-06,1.24786537382197e-05,3.11773481835691e-05,0.0867226965872172,-0.221868979312644,-0.801059053236544,1.01527782720901,0.201063775575448,0.269292233781772,0.0683950342067543,0.00329941615026174,128
25,"17","34","SITTING",3200,1.01651480904253,0.0817708350270492,-0.112955733609646,0.54914282203479,0.451779537716442,-0.0155924492912986,0.328443303486645,0.00256297249150578,0.00346839220605288,0.00594160960768396,6.56882799221533e-06,1.20297444950083e-05,3.53027247301223e-05,-0.461139554046092,0.961720211776772,0.395946317076902,1.01527782720901,-0.0869398802821386,0.346424836265779,-0.101345115534465,0.0406952027817313,128
26,"17","34","SITTING",3328,1.01629779468577,0.0832899319630407,-0.109407556284187,0.549793863324407,0.453445119200793,-0.0130588121605729,0.330060056788209,0.00232852914767047,0.0028899986720535,0.00562677096216344,5.42204799155097e-06,8.352092324471e-06,3.16605514606457e-05,-0.214460060036256,0.056495143116273,-0.422759023491116,1.01527782720901,-0.0582601856842308,0.297368568088476,-0.00302631121475257,0.085804188885561,128
27,"17","34","SITTING",3456,1.0160482281755,0.0830403662600005,-0.110926653410115,0.54954429721775,0.452560787382693,-0.0139431435750572,0.329387313675129,0.00279309915607397,0.00311615856939355,0.00588319404473016,7.80140289566113e-06,9.71044422960489e-06,3.46119721679484e-05,-0.313706109361043,0.437965192114476,-0.0651737929077414,1.01388893532575,0.298227152109654,0.364959348869906,0.0844032173227518,-0.0338111407658679,128
28,"17","34","SITTING",3584,1.0160482281755,0.0826171893089747,-0.112293841008639,0.549332708742238,0.451877193583431,-0.0148383258498322,0.328790525491945,0.00284162055861277,0.00295777466389955,0.00574398711779945,8.07480739913077e-06,8.74843096240607e-06,3.2993388009446e-05,-0.244981604103786,-0.330370584614771,-0.0632214280160022,1.01388893532575,0.255885925957759,0.399593929693524,0.262587116843874,0.0646760682376728,128
29,"17","34","SITTING",3712,1.01397574182821,0.0741319463108925,-0.121799050176186,0.544053844069549,0.44608834582601,-0.0238335519326465,0.322102879320971,0.00692090350268124,0.0210108363439394,0.0320327910808043,4.78989052934254e-05,0.000441455243871803,0.00102609970442646,2.90572118320559,6.56302623532494,10.1286415772509,1.0125000434425,-1.40785450363846,0.838210368843829,0.6761084028841,0.819338681223496,128
30,"17","34","SIT_TO_STAND",3840,0.796636315204667,-0.332606349409717,-0.516319459859143,0.232014982897475,0.140158427672762,-0.42446290463443,-0.0174298313547309,0.142497911765614,0.114549939738906,0.182270445625221,0.0203056548575606,0.013121688694187,0.0332225153484167,-0.753877150190795,0.190712244621921,-1.45021677055327,0.689930584290743,0.329667727509397,0.985033911607617,0.957734203011323,0.657239297273645,128
31,"17","34","STANDING",3968,0.934320767671714,-0.183062072721127,-0.386599407598991,0.375629347475294,0.273860680036362,-0.284830740160059,0.121553095783865,0.036545584587485,0.0458643295213169,0.0520616672190783,0.00133557975284102,0.00210353672243994,0.00271041719363005,8.78056736043365,0.993280981002158,1.78367099759724,0.930555616825939,-2.5417514226928,0.873750447428822,0.622072452340932,-0.173408053773512,128
32,"17","34","STANDING",4096,0.950021707379456,-0.175857211058023,-0.360622844936466,0.387082248160717,0.294699431221495,-0.268240027997244,0.137847217128323,0.00299351255176515,0.00518539794211002,0.00553800169338883,8.96111739757549e-06,2.68883518180388e-05,3.06694627559775e-05,0.253114194409221,-0.546784267440484,0.342423301729359,0.947222222177272,0.190658016304274,0.406187010168398,0.117320244070572,-0.144862327231548,128
33,"17","34","STANDING",4224,0.94699436242091,-0.191579868536018,-0.361762168030204,0.377707246942446,0.292616097195353,-0.276671018283111,0.131217441951563,0.0031890257354391,0.00722371542388077,0.00557993807787604,1.01698851412929e-05,5.2182064525213e-05,3.11357089529309e-05,0.0570062230814892,-0.155517984014674,0.0641125780256457,0.944444438410764,-0.0792920340296984,0.388004751115495,0.190504591084551,0.244817366418581,128
34,"17","34","STANDING",4352,0.949121098558656,-0.188281256961083,-0.356130655159106,0.380419920798787,0.296495221699775,-0.272205956060095,0.134903062146156,0.00304326228687972,0.00411623745037957,0.00644773987743612,9.26144534674438e-06,1.69434107479073e-05,4.15733495270799e-05,-0.342681261841309,-0.173330794983131,1.682530417677,0.947222222177272,-0.41513353151833,0.440386921195646,0.243286536222474,0.178944848263512,128
35,"17","34","STANDING",4480,0.946538628472979,-0.191124139431479,-0.360601143310853,0.37770724452075,0.292968742581063,-0.275862641371166,0.131604448576882,0.00321851553514324,0.00517106312131122,0.00585861731042763,1.03588422499584e-05,2.67398938045849e-05,3.43233967900423e-05,0.854598337312324,-0.496023125274831,0.1006639726307,0.944097215439951,-0.388433295930588,0.374450253697114,0.141455493913592,0.376108019920292,128
36,"17","34","STANDING",4608,0.947634551734357,-0.189127611337977,-0.361480049176481,0.37925347019819,0.293077251278938,-0.275303830257229,0.1323422970733,0.00327634082546408,0.00361888161424987,0.0057503172091912,1.07344092046026e-05,1.30963041379558e-05,3.30661480063204e-05,0.241094977438703,-0.0228177610809603,0.428533886225968,0.945833330294018,-0.186133042921442,0.392274774280786,0.137559335926623,0.00151826895455464,128
37,"17","34","STANDING",4736,0.944976138779778,-0.183051222549358,-0.369563816681472,0.38096245811521,0.287706161049153,-0.276307519615415,0.130787033182983,0.00330752204685415,0.0042312698706354,0.006296371011486,1.09397020904263e-05,1.79036447181469e-05,3.96442879142812e-05,-0.415877305238485,-0.171685123011415,0.366476462029044,0.94305554652751,0.104531488376281,0.443761125742761,0.185443441867917,0.123382746747253,128
38,"17","34","STANDING",4864,0.947547747511149,-0.181618930643806,-0.363281264728774,0.382964408433671,0.292133241391187,-0.27245009768629,0.134215850712856,0.00325365941844576,0.00548812033165443,0.00669556282475267,1.05862996112408e-05,3.01194647747187e-05,4.48305615402099e-05,-0.432542411817672,-0.280912410678361,-0.178351914310266,0.945833330294018,-0.36806376178233,0.547291325264928,0.36363636914259,0.352558636520553,128
39,"17","34","STANDING",4992,0.900520867837958,-0.129535595016784,-0.463129358493646,0.385492636410587,0.218695754672156,-0.296332476755215,0.102618638109176,0.112019476904671,0.178915303899331,0.133779138381097,0.0125483632059961,0.03201068596939,0.0178968578659887,0.837665919946769,0.513318629133468,1.6907993597195,0.852777792923353,-0.647657571174064,0.887847159638443,0.661859954554673,-0.439197700682847,128
40,"17","34","STAND_TO_LIE",5120,0.765158447905226,0.349565983987651,0.237814679894787,0.557362215946438,0.501486563900006,0.293690331941219,0.450846370595888,0.243914659379289,0.244858912888481,0.382731913896778,0.0594943610601148,0.0599558872209289,0.14648371791509,-0.0233846121959025,-1.37856986654157,-0.11348632629331,0.641319465624565,-0.968431554972478,0.992745675430409,0.979329359686651,-0.716840525724223,128
41,"17","34","LAYING",5248,0.226150181628749,0.552181010802218,0.806087272587425,0.389165596215483,0.516118727108087,0.679134141694822,0.528139488339464,0.0838477711670127,0.0601530760783152,0.0603286759237875,0.00703044872967572,0.00361839256168358,0.00363954913871738,3.87850344550025,-0.519387072084927,-0.316279534915516,0.193055558469529,-1.64228322609436,0.884004224639808,0.642887710227732,-0.148705581891787,128
42,"17","34","LAYING",5376,0.202256950956479,0.541829445738282,0.825889797313363,0.37204319834738,0.514073374134921,0.683859621525822,0.523325398002708,0.0279527523903367,0.0334577846000664,0.0297382051795315,0.000781356366195473,0.00111942335034444,0.000884360847299913,0.94838305355602,3.24813363489791,2.81415418356659,0.18333333959868,1.28676176149581,0.831205558134536,0.5662455707894,0.373553100433612,128
43,"17","34","LAYING",5504,0.189919711935744,0.528070767809076,0.836935813257286,0.35899523987241,0.513427762596515,0.682503290533181,0.518308764334036,0.00527290069586067,0.0073939304126345,0.0082939482350203,2.7803481748408e-05,5.46702069468814e-05,6.87895773251964e-05,-0.693574595087574,-0.908700955837886,-0.520476127257487,0.186111123365188,-0.158624699773433,0.695791373110955,0.480418518343033,0.624148485528908,128
44,"17","34","LAYING",5632,0.183713115007912,0.514181884304807,0.846603774740208,0.34894749965636,0.51515844487406,0.680392829522507,0.514832924684309,0.00358771093281614,0.00336458434469272,0.00585843210887588,1.28716697374484e-05,1.13204278125513e-05,3.43212267743079e-05,0.686394465188858,0.203170145079171,-0.381625117529443,0.180555567988136,0.471938682894368,0.341448174330828,-0.101277040222359,-0.00424630368622844,128
45,"17","34","LAYING",5760,0.190277785244522,0.529058180853084,0.8357639326918,0.359667983048803,0.513020858968161,0.682411056772442,0.518366632929802,0.00509938137919967,0.0114525498982843,0.00967760217093245,2.60036904505283e-05,0.000131160899172692,9.36559837788366e-05,-0.259675005949833,-1.32841464670489,-0.950315895705969,0.187500003092477,-0.385465231336136,0.725232024355351,0.495638686442527,0.602432199949319,128
46,"17","34","LAYING",5888,0.189572489439773,0.562402362313738,0.816080755605484,0.375987425876755,0.502826622522629,0.689241558959611,0.522685202452998,0.00321379140802692,0.00784548547447828,0.00800537411720242,1.03284552143076e-05,6.15516423302496e-05,6.40860147563744e-05,0.201088020923692,-0.837164233256158,0.139195567429223,0.187500003092477,-0.186848358011586,0.432658991358132,-0.00676566165759887,-0.217131371048469,128
47,"17","34","LAYING",6016,0.185351569697668,0.542187521326303,0.829774341763501,0.363769545511985,0.507562955730584,0.685980931544902,0.519104477595824,0.00463390463412476,0.0111792549705461,0.00949819309620092,2.1473072158163e-05,0.00012497574169648,9.02156720927188e-05,-0.672459947093721,-0.85806063454906,-0.362990472048712,0.180555567988136,-0.331451550239062,0.632533778184736,0.321693396807049,0.523893248643456,128
48,"17","34","LAYING",6144,0.17491320069543,0.513519989756946,0.850173636217081,0.344216595226188,0.512543418456256,0.681846812987014,0.512868942223152,0.00877675390376031,0.00691152081087549,0.00904478261235982,7.70314090871718e-05,4.7769119919165e-05,8.18080925048465e-05,26.9144674089081,6.17195140601925,12.3590888119544,0.170833336961321,4.5835516751745,0.750635417222018,0.45151538177837,0.49752129477646,128
49,"17","34","LAYING",6272,0.229991327534536,0.551573371363042,0.804134149074708,0.390782349448789,0.517062738304622,0.677853760218875,0.528566282657429,0.0744578052935638,0.0361087449139481,0.0525014861677252,0.00554396476913426,0.00130384145926057,0.00275640604981984,3.55806653318392,1.70741249881073,5.24980900929387,0.189236120985536,2.00314011158279,0.973408455084807,0.926955281057242,0.527073891581931,128
50,"17","34","LIE_TO_SIT",6400,0.890939701841145,0.306293415319255,0.122764761449902,0.5986165585802,0.506852231645523,0.214529088384578,0.439999292870101,0.17193570482928,0.282583062012709,0.176182513935542,0.0295618865951411,0.0798531869364786,0.0310402782166475,-0.208522594848068,-1.39584094968312,0.519176888684871,0.84687507535531,-1.04562264008151,0.986374364788645,0.95988407320697,-0.873752171602716,128
51,"17","34","SITTING",6528,0.984440141815472,-0.0161458341752774,-0.285275618297468,0.484147153820097,0.349582261759002,-0.150710726236373,0.227672896447575,0.0353189590297667,0.0484905098620619,0.0544457577973864,0.00124742886694634,0.00235132954668272,0.00296434054213166,0.821319670262576,-0.183767525531084,0.301402987590766,0.975694505783982,-0.0287597665502133,0.905947859025492,0.700287003672882,0.265740559803448,128
52,"17","34","SITTING",6656,0.980609873367083,-0.00868055598519754,-0.308474404031215,0.485964658690943,0.336067734667934,-0.158577480008206,0.221151637783557,0.00472653603944576,0.00389341712509825,0.0134948932216634,2.23401429321796e-05,1.51586969100083e-05,0.000182112143064096,-0.310936808709202,-0.326551226857129,-0.472956556608222,0.976388951725609,-0.40545798606453,0.764245361964933,0.605620704527142,0.367163688908284,128
